time,acceleration,processed_acceleration
0.0,0.0,0.0
0.02,-1.4,-2.8
0.04,-10.8,-21.6
0.06,-10.1,-20.2
0.08,-8.8,-17.6
0.1,-9.5,-19.0
0.12,-12.0,-24.0
0.14,-14.2,-28.4
0.16,-12.8,-25.6
0.18,-11.0,-22.0
0.2,-8.5,-17.0
0.22,-8.5,-17.0
0.24,-13.1,-26.2
0.26,-17.6,-35.2
0.28,-19.4,-38.8
0.3,-16.2,-32.4
0.32,-14.4,-28.8
0.34,-10.8,-21.6
0.36,-8.2,-16.4
0.38,-4.2,-8.4
0.4,-6.6,-13.2
0.42,-13.1,-26.2
0.44,-19.0,-38.0
0.46,-19.6,-39.2
0.48,-6.6,-13.2
0.5,3.0,6.0
0.52,14.1,28.2
0.54,-4.9,-9.8
0.56,-12.8,-25.6
0.58,-14.4,-28.8
0.6,-20.3,-40.6
0.62,-26.0,-52.0
0.64,-32.5,-65.0
0.66,-30.6,-61.2
0.68,-17.2,-34.4
0.7,-19.7,-39.4
0.72,-16.3,-32.6
0.74,-16.4,-32.8
0.76,-6.7,-13.4
0.78,2.5,5.0
0.8,15.0,30.0
0.82,23.6,47.2
0.84,25.2,50.4
0.86,33.6,67.2
0.88,46.3,92.6
0.9,49.2,98.4
0.92,41.9,83.8
0.94,35.9,71.8
0.96,27.1,54.2
0.98,23.5,47.0
1.0,33.9,67.8
1.02,41.2,82.4
1.04,53.0,106.0
1.06,63.9,127.8
1.08,73.2,146.4
1.1,65.2,130.4
1.12,59.9,119.8
1.14,40.0,80.0
1.16,40.0,80.0
1.18,6.3,12.6
1.2,-51.5,-103.0
1.22,-78.7,-157.4
1.24,-60.3,-120.6
1.26,-48.4,-96.8
1.28,-25.0,-50.0
1.3,-5.9,-11.8
1.32,13.4,26.8
1.34,30.8,61.6
1.36,49.9,99.8
1.38,71.0,142.0
1.4,99.5,199.0
1.42,121.9,243.8
1.44,152.9,305.8
1.46,144.9,289.8
1.48,115.5,231.0
1.5,93.5,187.0
1.52,89.2,178.4
1.54,92.6,185.2
1.56,83.9,167.8
1.58,90.1,180.2
1.6,99.3,198.6
1.62,120.9,241.8
1.64,32.8,65.6
1.66,-147.5,-295.0
1.68,-206.6,-413.2
1.7,-198.9,-397.8
1.72,-203.4,-406.8
1.74,-181.6,-363.2
1.76,-172.5,-345.0
1.78,-175.2,-350.4
1.8,-175.3,-350.6
1.82,-180.5,-361.0
1.84,-163.0,-326.0
1.86,-134.7,-269.4
1.88,-108.7,-217.4
1.9,-78.2,-156.4
1.92,-42.9,-85.8
1.94,-1.7,-3.4
1.96,36.0,72.0
1.98,78.5,157.0
2.0,116.4,232.8
2.02,159.8,319.6
2.04,196.0,392.0
2.06,241.2,482.4
2.08,272.9,545.8
2.1,303.6,607.2
2.12,320.0,640.0
2.14,341.7,683.4
2.16,282.1,564.2
2.18,232.4,464.8
2.2,-119.8,-239.6
2.22,-237.3,-474.6
2.24,-164.0,-328.0
2.26,-186.5,-373.0
2.28,-109.5,-219.0
2.3,-75.3,-150.6
2.32,-17.3,-34.6
2.34,11.3,22.6
2.36,53.3,106.6
2.38,89.5,179.0
2.4,118.6,237.2
2.42,175.7,351.4
2.44,57.6,115.2
2.46,-263.1,-526.2
2.48,-154.7,-309.4
2.5,-172.9,-345.8
2.52,-101.2,-202.4
2.54,-57.9,-115.8
2.56,23.7,47.4
2.58,-67.0,-134.0
2.6,-198.0,-396.0
2.62,-164.1,-328.2
2.64,-168.5,-337.0
2.66,-148.1,-296.2
2.68,-123.1,-246.2
2.7,-100.1,-200.2
2.72,-75.1,-150.2
2.74,-52.3,-104.6
2.76,-27.1,-54.2
2.78,-4.4,-8.8
2.8,18.8,37.6
2.82,-9.5,-19.0
2.84,-43.3,-86.6
2.86,-83.8,-167.6
2.88,-95.1,-190.2
2.9,-71.6,-143.2
2.92,-59.9,-119.8
2.94,-33.4,-66.8
2.96,-10.8,-21.6
2.98,18.5,37.0
3.0,42.0,84.0
3.02,67.3,134.6
3.04,-9.7,-19.4
3.06,-37.2,-74.4
3.08,-4.0,-8.0
3.1,1.1,2.2
3.12,34.4,68.8
3.14,56.5,113.0
3.16,88.3,176.6
3.18,113.0,226.0
3.2,136.3,272.6
3.22,21.9,43.8
3.24,24.1,48.2
3.26,68.3,136.6
3.28,68.9,137.8
3.3,131.8,263.6
3.32,135.3,270.6
3.34,204.0,408.0
3.36,-93.1,-186.2
3.38,-130.8,-261.6
3.4,-69.2,-138.4
3.42,-54.6,-109.2
3.44,7.2,14.4
3.46,67.5,135.0
3.48,-106.7,-213.4
3.5,-148.8,-297.6
3.52,-107.1,-214.2
3.54,-116.2,-232.4
3.56,-76.2,-152.4
3.58,-55.9,-111.8
3.6,-21.5,-43.0
3.62,-12.6,-25.2
3.64,-67.4,-134.8
3.66,-32.4,-64.8
3.68,-33.7,-67.4
3.7,-10.9,-21.8
3.72,1.7,3.4
3.74,29.9,59.8
3.76,48.8,97.6
3.78,60.8,121.6
3.8,22.2,44.4
3.82,-3.2,-6.4
3.84,-24.5,-49.0
3.86,7.7,15.4
3.88,21.1,42.2
3.9,56.8,113.6
3.92,82.6,165.2
3.94,120.6,241.2
3.96,147.8,295.6
3.98,173.7,347.4
4.0,42.1,84.2
4.02,2.9,5.8
4.04,25.9,51.8
4.06,29.3,58.6
4.08,-5.5,-11.0
4.1,-14.7,-29.4
4.12,14.3,28.6
4.14,20.6,41.2
4.16,49.9,99.8
4.18,64.5,129.0
4.2,95.7,191.4
4.22,112.8,225.6
4.24,144.7,289.4
4.26,162.9,325.8
4.28,194.5,389.0
4.3,185.6,371.2
4.32,198.4,396.8
4.34,176.9,353.8
4.36,125.0,250.0
4.38,-120.7,-241.4
4.4,-54.2,-108.4
4.42,-38.4,-76.8
4.44,-31.1,-62.2
4.46,-111.8,-223.6
4.48,-166.1,-332.2
4.5,-246.4,-492.8
4.52,-202.5,-405.0
4.54,-183.5,-367.0
4.56,-131.7,-263.4
4.58,-96.0,-192.0
4.6,-32.5,-65.0
4.62,15.4,30.8
4.64,81.6,163.2
4.66,131.9,263.8
4.68,181.8,363.6
4.7,-5.8,-11.6
4.72,-16.9,-33.8
4.74,28.5,57.0
4.76,44.7,89.4
4.78,98.3,196.6
4.8,142.4,284.8
4.82,185.3,370.6
4.84,245.6,491.2
4.86,168.5,337.0
4.88,-138.0,-276.0
4.9,-99.9,-199.8
4.92,-108.9,-217.8
4.94,-90.7,-181.4
4.96,-46.9,-93.8
4.98,-125.0,-250.0
5.0,-211.1,-422.2
5.02,-161.7,-323.4
5.04,-169.2,-338.4
5.06,-130.6,-261.2
5.08,-111.1,-222.2
5.1,-77.3,-154.6
5.12,-51.0,-102.0
5.14,-54.4,-108.8
5.16,-120.0,-240.0
5.18,-120.9,-241.8
5.2,-115.8,-231.6
5.22,-114.5,-229.0
5.24,-71.7,-143.4
5.26,-54.6,-109.2
5.28,6.4,12.8
5.3,-80.4,-160.8
5.32,-163.4,-326.8
5.34,-85.9,-171.8
5.36,-96.1,-192.2
5.38,-39.6,-79.2
5.4,-14.7,-29.4
5.42,31.9,63.8
5.44,64.8,129.6
5.46,87.6,175.2
5.48,47.2,94.4
5.5,19.8,39.6
5.52,-2.7,-5.4
5.54,29.2,58.4
5.56,44.5,89.0
5.58,78.5,157.0
5.6,103.3,206.6
5.62,135.2,270.4
5.64,160.6,321.2
5.66,186.1,372.2
5.68,128.1,256.2
5.7,64.0,128.0
5.72,20.4,40.8
5.74,31.4,62.8
5.76,37.3,74.6
5.78,49.6,99.2
5.8,23.5,47.0
5.82,-8.4,-16.8
5.84,-16.8,-33.6
5.86,-11.3,-22.6
5.88,-22.9,-45.8
5.9,-24.8,-49.6
5.92,-15.7,-31.4
5.94,-6.9,-13.8
5.96,14.7,29.4
5.98,37.9,75.8
6.0,57.9,115.8
6.02,25.5,51.0
6.04,-4.1,-8.2
6.06,-42.8,-85.6
6.08,-13.3,-26.6
6.1,9.5,19.0
6.12,23.0,46.0
6.14,-12.9,-25.8
6.16,-5.0,-10.0
6.18,8.0,16.0
6.2,21.0,42.0
6.22,38.0,76.0
6.24,51.0,102.0
6.26,15.7,31.4
6.28,-3.2,-6.4
6.3,-11.1,-22.2
6.32,0.5,1.0
6.34,7.6,15.2
6.36,3.5,7.0
6.38,-9.5,-19.0
6.4,-3.6,-7.2
6.42,-1.6,-3.2
6.44,3.8,7.6
6.46,8.5,17.0
6.48,-5.6,-11.2
6.5,-30.4,-60.8
6.52,-42.1,-84.2
6.54,-24.4,-48.8
6.56,-23.6,-47.2
6.58,-17.7,-35.4
6.6,-12.9,-25.8
6.62,-1.8,-3.6
6.64,20.3,40.6
6.66,-10.8,-21.6
6.68,-9.1,-18.2
6.7,-3.4,-6.8
6.72,-10.6,-21.2
6.74,-11.1,-22.2
6.76,-9.9,-19.8
6.78,-0.2,-0.4
6.8,7.3,14.6
6.82,23.5,47.0
6.84,35.5,71.0
6.86,70.5,141.0
6.88,77.9,155.8
6.9,18.4,36.8
6.92,-26.3,-52.6
6.94,-12.4,-24.8
6.96,-4.2,-8.4
6.98,15.9,31.8
7.0,4.8,9.6
7.02,-21.9,-43.8
7.04,-46.7,-93.4
7.06,-42.8,-85.6
7.08,-21.6,-43.2
7.1,-4.3,-8.6
7.12,15.9,31.8
7.14,32.0,64.0
7.16,41.9,83.8
7.18,12.3,24.6
7.2,-16.0,-32.0
7.22,-20.4,-40.8
7.24,-8.2,-16.4
7.26,-20.6,-41.2
7.28,-13.7,-27.4
7.3,-5.5,-11.0
7.32,5.3,10.6
7.34,13.4,26.8
7.36,26.6,53.2
7.38,23.2,46.4
7.4,7.9,15.8
7.42,-0.8,-1.6
7.44,20.0,40.0
7.46,43.5,87.0
7.48,49.2,98.4
7.5,19.1,38.2
7.52,9.2,18.4
7.54,-2.2,-4.4
7.56,-2.1,-4.2
7.58,5.2,10.4
7.6,9.3,18.6
7.62,25.5,51.0
7.64,36.8,73.6
7.66,52.5,105.0
7.68,54.1,108.2
7.7,42.5,85.0
7.72,39.8,79.6
7.74,55.9,111.8
7.76,75.6,151.2
7.78,36.5,73.0
7.8,41.1,82.2
7.82,9.8,19.6
7.84,-20.4,-40.8
7.86,-24.9,-49.8
7.88,-40.5,-81.0
7.9,-41.3,-82.6
7.92,-47.1,-94.2
7.94,-43.3,-86.6
7.96,-45.8,-91.6
7.98,-5.7,-11.4
8.0,17.8,35.6
8.02,-20.8,-41.6
8.04,-49.2,-98.4
8.06,-53.0,-106.0
8.08,-36.2,-72.4
8.1,-40.5,-81.0
8.12,-30.8,-61.6
8.14,-31.6,-63.2
8.16,-26.5,-53.0
8.18,-26.5,-53.0
8.2,-26.9,-53.8
8.22,-34.5,-69.0
8.24,-30.9,-61.8
8.26,-21.7,-43.4
8.28,-7.8,-15.6
8.3,8.7,17.4
8.32,28.1,56.2
8.34,31.0,62.0
8.36,35.8,71.6
8.38,34.1,68.2
8.4,35.8,71.6
8.42,28.7,57.4
8.44,30.5,61.0
8.46,11.2,22.4
8.48,21.4,42.8
8.5,13.6,27.2
8.52,38.4,76.8
8.54,-86.1,-172.2
8.56,-134.9,-269.8
8.58,-134.2,-268.4
8.6,-135.4,-270.8
8.62,-119.3,-238.6
8.64,-104.2,-208.4
8.66,-82.9,-165.8
8.68,-65.1,-130.2
8.7,-44.4,-88.8
8.72,-25.8,-51.6
8.74,-6.0,-12.0
8.76,-9.1,-18.2
8.78,-18.2,-36.4
8.8,-14.7,-29.4
8.82,8.5,17.0
8.84,16.3,32.6
8.86,5.0,10.0
8.88,26.4,52.8
8.9,58.2,116.4
8.92,86.7,173.4
8.94,120.0,240.0
8.96,169.5,339.0
8.98,111.1,222.2
9.0,-110.0,-220.0
9.02,-36.6,-73.2
9.04,-44.5,-89.0
9.06,-23.6,-47.2
9.08,-96.0,-192.0
9.1,-65.6,-131.2
9.12,-59.7,-119.4
9.14,-67.0,-134.0
9.16,-55.2,-110.4
9.18,-2.7,-5.4
9.2,37.8,75.6
9.22,107.2,214.4
9.24,166.9,333.8
9.26,94.7,189.4
9.28,40.8,81.6
9.3,66.7,133.4
9.32,13.2,26.4
9.34,-9.5,-19.0
9.36,-52.0,-104.0
9.38,-82.7,-165.4
9.4,-115.2,-230.4
9.42,-115.0,-230.0
9.44,-80.3,-160.6
9.46,-36.9,-73.8
9.48,2.9,5.8
9.5,54.5,109.0
9.52,117.8,235.6
9.54,161.0,322.0
9.56,-27.0,-54.0
9.58,3.4,6.8
9.6,-5.6,-11.2
9.62,2.0,4.0
9.64,14.6,29.2
9.66,53.7,107.4
9.68,79.8,159.6
9.7,-20.5,-41.0
9.72,-59.0,-118.0
9.74,-16.9,-33.8
9.76,-17.5,-35.0
9.78,-2.8,-5.6
9.8,7.4,14.8
9.82,38.2,76.4
9.84,56.7,113.4
9.86,75.3,150.6
9.88,80.1,160.2
9.9,59.2,118.4
9.92,30.4,60.8
9.94,2.3,4.6
9.96,6.4,12.8
9.98,-40.6,-81.2
10.0,-45.1,-90.2
10.02,-7.9,-15.8
10.04,16.8,33.6
10.06,56.7,113.4
10.08,9.3,18.6
10.1,-5.5,-11.0
10.12,4.4,8.8
10.14,-12.3,-24.6
10.16,-28.2,-56.4
10.18,-43.7,-87.4
10.2,-35.2,-70.4
10.22,-25.5,-51.0
10.24,-11.1,-22.2
10.26,20.5,41.0
10.28,51.9,103.8
10.3,85.4,170.8
10.32,114.4,228.8
10.34,73.3,146.6
10.36,23.7,47.4
10.38,-36.8,-73.6
10.4,-27.1,-54.2
10.42,-21.7,-43.4
10.44,-87.3,-174.6
10.46,-97.3,-194.6
10.48,-58.9,-117.8
10.5,-33.6,-67.2
10.52,7.7,15.4
10.54,25.9,51.8
10.56,50.8,101.6
10.58,36.1,72.2
10.6,8.1,16.2
10.62,-5.6,-11.2
10.64,-20.9,-41.8
10.66,-31.7,-63.4
10.68,-23.8,-47.6
10.7,-37.6,-75.2
10.72,-55.0,-110.0
10.74,-72.2,-144.4
10.76,-80.3,-160.6
10.78,-52.3,-104.6
10.8,-34.0,-68.0
10.82,-1.1,-2.2
10.84,6.5,13.0
10.86,-3.7,-7.4
10.88,-0.5,-1.0
10.9,-16.8,-33.6
10.92,-41.0,-82.0
10.94,-8.0,-16.0
10.96,7.9,15.8
10.98,37.4,74.8
11.0,61.5,123.0
11.02,66.5,133.0
11.04,25.4,50.8
11.06,-5.7,-11.4
11.08,-47.4,-94.8
11.1,-35.6,-71.2
11.12,-24.3,-48.6
11.14,-4.8,-9.6
11.16,12.6,25.2
11.18,37.9,75.8
11.2,24.1,48.2
11.22,-22.7,-45.4
11.24,-42.8,-85.6
11.26,-67.9,-135.8
11.28,-66.1,-132.2
11.3,-59.0,-118.0
11.32,-51.3,-102.6
11.34,-40.8,-81.6
11.36,-30.9,-61.8
11.38,-26.6,-53.2
11.4,-54.1,-108.2
11.42,-62.8,-125.6
11.44,-90.8,-181.6
11.46,-110.7,-221.4
11.48,-88.1,-176.2
11.5,-77.0,-154.0
11.52,-58.2,-116.4
11.54,-47.3,-94.6
11.56,-33.3,-66.6
11.58,-19.9,-39.8
11.6,2.0,4.0
11.62,21.1,42.2
11.64,43.2,86.4
11.66,61.3,122.6
11.68,76.7,153.4
11.7,93.3,186.6
11.72,106.6,213.2
11.74,113.0,226.0
11.76,118.7,237.4
11.78,124.7,249.4
11.8,133.4,266.8
11.82,159.4,318.8
11.84,179.7,359.4
11.86,203.7,407.4
11.88,123.6,247.2
11.9,44.2,88.4
11.92,-14.0,-28.0
11.94,-66.6,-133.2
11.96,-55.5,-111.0
11.98,-69.3,-138.6
12.0,-98.4,-196.8
12.02,-124.6,-249.2
12.04,-117.9,-235.8
12.06,-105.0,-210.0
12.08,-92.0,-184.0
12.1,-74.3,-148.6
12.12,-80.9,-161.8
12.14,-85.0,-170.0
12.16,-86.0,-172.0
12.18,-86.3,-172.6
12.2,-87.3,-174.6
12.22,-86.8,-173.6
12.24,-88.5,-177.0
12.26,-53.7,-107.4
12.28,5.2,10.4
12.3,21.5,43.0
12.32,24.5,49.0
12.34,58.0,116.0
12.36,31.4,62.8
12.38,23.6,47.2
12.4,48.5,97.0
12.42,58.9,117.8
12.44,52.5,105.0
12.46,35.5,71.0
12.48,19.7,39.4
12.5,19.9,39.8
12.52,49.2,98.4
12.54,34.3,68.6
12.56,28.8,57.6
12.58,43.2,86.4
12.6,23.9,47.8
12.62,8.8,17.6
12.64,7.7,15.4
12.66,-14.8,-29.6
12.68,-7.7,-15.4
12.7,-1.9,-3.8
12.72,7.5,15.0
12.74,4.4,8.8
12.76,-14.5,-29.0
12.78,-31.6,-63.2
12.8,-24.1,-48.2
12.82,-2.8,-5.6
12.84,18.2,36.4
12.86,42.6,85.2
12.88,43.9,87.8
12.9,51.2,102.4
12.92,46.6,93.2
12.94,47.9,95.8
12.96,19.3,38.6
12.98,22.2,44.4
13.0,27.4,54.8
13.02,39.3,78.6
13.04,50.4,100.8
13.06,57.7,115.4
13.08,58.8,117.6
13.1,82.2,164.4
13.12,79.7,159.4
13.14,94.9,189.8
13.16,34.5,69.0
13.18,4.5,9.0
13.2,-12.3,-24.6
13.22,-34.7,-69.4
13.24,-42.6,-85.2
13.26,-41.6,-83.2
13.28,-27.5,-55.0
13.3,-27.0,-54.0
13.32,7.4,14.8
13.34,42.8,85.6
13.36,-23.1,-46.2
13.38,-38.7,-77.4
13.4,-8.3,-16.6
13.42,13.9,27.8
13.44,44.5,89.0
13.46,2.7,5.4
13.48,-69.7,-139.4
13.5,-79.6,-159.2
13.52,-25.1,-50.2
13.54,-13.5,-27.0
13.56,7.9,15.8
13.58,-11.5,-23.0
13.6,-25.1,-50.2
13.62,-33.3,-66.6
13.64,-26.9,-53.8
13.66,-30.1,-60.2
13.68,-20.0,-40.0
13.7,-6.7,-13.4
13.72,-3.8,-7.6
13.74,10.5,21.0
13.76,29.6,59.2
13.78,34.4,68.8
13.8,95.7,191.4
13.82,89.8,179.6
13.84,17.9,35.8
13.86,-36.2,-72.4
13.88,-99.4,-198.8
13.9,-80.7,-161.4
13.92,-74.4,-148.8
13.94,-53.9,-107.8
13.96,-33.0,-66.0
13.98,-12.8,-25.6
14.0,3.1,6.2
14.02,14.8,29.6
14.04,50.8,101.6
14.06,-2.2,-4.4
14.08,-48.9,-97.8
14.1,-35.8,-71.6
14.12,-69.1,-138.2
14.14,-51.6,-103.2
14.16,-37.1,-74.2
14.18,8.8,17.6
14.2,63.2,126.4
14.22,84.1,168.2
14.24,127.6,255.2
14.26,138.8,277.6
14.28,119.3,238.6
14.3,75.1,150.2
14.32,22.5,45.0
14.34,-8.8,-17.6
14.36,-22.7,-45.4
14.38,7.4,14.8
14.4,18.1,36.2
14.42,54.4,108.8
14.44,39.9,79.8
14.46,4.5,9.0
14.48,-8.2,-16.4
14.5,-18.5,-37.0
14.52,-2.0,-4.0
14.54,0.6,1.2
14.56,-11.7,-23.4
14.58,-21.0,-42.0
14.6,-30.3,-60.6
14.62,-51.2,-102.4
14.64,-72.7,-145.4
14.66,-57.9,-115.8
14.68,-26.6,-53.2
14.7,-17.8,-35.6
14.72,4.0,8.0
14.74,9.8,19.6
14.76,13.7,27.4
14.78,22.1,44.2
14.8,43.7,87.4
14.82,9.1,18.2
14.84,-54.8,-109.6
14.86,-55.5,-111.0
14.88,-24.3,-48.6
14.9,-8.1,-16.2
14.92,25.0,50.0
14.94,41.0,82.0
14.96,18.2,36.4
14.98,-2.7,-5.4
15.0,-24.3,-48.6
15.02,-1.5,-3.0
15.04,24.7,49.4
15.06,48.2,96.4
15.08,78.3,156.6
15.1,62.2,124.4
15.12,33.1,66.2
15.14,-1.4,-2.8
15.16,-19.5,-39.0
15.18,-24.7,-49.4
15.2,-21.2,-42.4
15.22,-11.0,-22.0
15.24,5.0,10.0
15.26,24.1,48.2
15.28,-3.4,-6.8
15.3,-21.6,-43.2
15.32,-47.1,-94.2
15.34,-36.3,-72.6
15.36,-19.5,-39.0
15.38,-1.8,-3.6
15.4,17.0,34.0
15.42,-8.0,-16.0
15.44,0.5,1.0
15.46,23.0,46.0
15.48,37.4,74.8
15.5,60.1,120.2
15.52,51.6,103.2
15.54,43.2,86.4
15.56,34.4,68.8
15.58,50.5,101.0
15.6,65.3,130.6
15.62,68.3,136.6
15.64,17.2,34.4
15.66,-17.0,-34.0
15.68,-52.7,-105.4
15.7,-66.4,-132.8
15.72,-38.7,-77.4
15.74,-22.2,-44.4
15.76,-3.3,-6.6
15.78,11.9,23.8
15.8,-12.8,-25.6
15.82,-35.1,-70.2
15.84,-51.4,-102.8
15.86,-33.5,-67.0
15.88,-21.8,-43.6
15.9,-1.2,-2.4
15.92,14.2,28.4
15.94,7.0,14.0
15.96,-6.3,-12.6
15.98,-12.0,-24.0
16.0,-32.2,-64.4
16.02,-34.6,-69.2
16.04,-9.1,-18.2
16.06,7.3,14.6
16.08,30.9,61.8
16.1,47.2,94.4
16.12,60.3,120.6
16.14,57.6,115.2
16.16,33.0,66.0
16.18,-7.3,-14.6
16.2,-77.7,-155.4
16.22,-60.8,-121.6
16.24,-43.8,-87.6
16.26,-20.9,-41.8
16.28,3.1,6.2
16.3,35.0,70.0
16.32,29.3,58.6
16.34,12.1,24.2
16.36,33.8,67.6
16.38,31.7,63.4
16.4,25.4,50.8
16.42,20.6,41.2
16.44,19.8,39.6
16.46,17.4,34.8
16.48,2.1,4.2
16.5,-14.4,-28.8
16.52,-34.3,-68.6
16.54,-33.9,-67.8
16.56,-14.5,-29.0
16.58,-2.8,-5.6
16.6,17.0,34.0
16.62,-9.6,-19.2
16.64,-25.5,-51.0
16.66,-27.9,-55.8
16.68,-38.8,-77.6
16.7,-24.2,-48.4
16.72,-21.5,-43.0
16.74,-18.2,-36.4
16.76,-17.4,-34.8
16.78,-3.8,-7.6
16.8,-2.7,-5.4
16.82,-18.5,-37.0
16.84,-12.3,-24.6
16.86,8.7,17.4
16.88,34.3,68.6
16.9,69.5,139.0
16.92,91.0,182.0
16.94,85.3,170.6
16.96,76.0,152.0
16.98,51.3,102.6
17.0,18.6,37.2
17.02,1.5,3.0
17.04,-19.0,-38.0
17.06,-15.1,-30.2
17.08,-7.3,-14.6
17.1,2.1,4.2
17.12,12.9,25.8
17.14,21.5,43.0
17.16,2.4,4.8
17.18,-12.4,-24.8
17.2,-32.9,-65.8
17.22,-51.9,-103.8
17.24,-70.8,-141.6
17.26,-57.9,-115.8
17.28,-46.2,-92.4
17.3,-30.7,-61.4
17.32,-14.5,-29.0
17.34,-0.9,-1.8
17.36,-18.0,-36.0
17.38,-31.8,-63.6
17.4,-46.5,-93.0
17.42,-39.1,-78.2
17.44,-34.5,-69.0
17.46,-31.6,-63.2
17.48,-43.5,-87.0
17.5,-49.1,-98.2
17.52,-47.5,-95.0
17.54,-42.0,-84.0
17.56,-36.1,-72.2
17.58,-27.7,-55.4
17.6,-25.8,-51.6
17.62,-13.9,-27.8
17.64,-6.8,-13.6
17.66,50.7,101.4
17.68,72.2,144.4
17.7,87.8,175.6
17.72,78.2,156.4
17.74,76.5,153.0
17.76,43.9,87.8
17.78,8.0,16.0
17.8,1.3,2.6
17.82,-12.6,-25.2
17.84,-1.5,-3.0
17.86,3.0,6.0
17.88,10.4,20.8
17.9,10.4,20.8
17.92,19.3,38.6
17.94,20.5,41.0
17.96,7.4,14.8
17.98,-5.6,-11.2
18.0,-7.2,-14.4
18.02,7.0,14.0
18.04,10.6,21.2
18.06,14.7,29.4
18.08,-0.9,-1.8
18.1,-15.9,-31.8
18.12,-18.7,-37.4
18.14,-0.7,-1.4
18.16,15.5,31.0
18.18,10.5,21.0
18.2,-11.5,-23.0
18.22,-30.2,-60.4
18.24,-30.9,-61.8
18.26,-9.5,-19.0
18.28,-5.8,-11.6
18.3,0.4,0.8
18.32,2.0,4.0
18.34,5.0,10.0
18.36,5.7,11.4
18.38,9.7,19.4
18.4,13.4,26.8
18.42,17.7,35.4
18.44,21.8,43.6
18.46,26.1,52.2
18.48,30.2,60.4
18.5,34.6,69.2
18.52,38.6,77.2
18.54,47.4,94.8
18.56,39.3,78.6
18.58,23.8,47.6
18.6,11.5,23.0
18.62,-7.9,-15.8
18.64,-12.4,-24.8
18.66,5.4,10.8
18.68,2.7,5.4
18.7,-25.0,-50.0
18.72,-56.6,-113.2
18.74,-63.0,-126.0
18.76,-59.1,-118.2
18.78,-41.3,-82.6
18.8,-6.8,-13.6
18.82,27.2,54.4
18.84,27.7,55.4
18.86,-2.1,-4.2
18.88,-6.0,-12.0
18.9,-11.0,-22.0
18.92,-22.1,-44.2
18.94,-41.6,-83.2
18.96,-51.9,-103.8
18.98,-22.2,-44.4
19.0,3.0,6.0
19.02,7.9,15.8
19.04,13.9,27.8
19.06,17.1,34.2
19.08,25.3,50.6
19.1,32.3,64.6
19.12,39.1,78.2
19.14,16.4,32.8
19.16,-13.6,-27.2
