time,acceleration,processed_acceleration
38.66,10.2,20.4
38.68,3.0,6.0
38.7,-3.2,-6.4
38.72,-6.3,-12.6
38.74,-8.5,-17.0
38.76,-11.2,-22.4
38.78,-15.7,-31.4
38.8,-19.7,-39.4
38.82,-18.8,-37.6
38.84,-18.2,-36.4
38.86,-17.0,-34.0
38.88,-15.6,-31.2
38.9,-14.2,-28.4
38.92,-12.9,-25.8
38.94,-12.5,-25.0
38.96,-12.0,-24.0
38.98,-11.6,-23.2
39.0,-11.4,-22.8
39.02,-10.6,-21.2
39.04,-6.4,-12.8
39.06,-2.1,-4.2
39.08,0.2,0.4
39.1,-0.4,-0.8
39.12,-0.4,-0.8
39.14,-1.4,-2.8
39.16,-1.9,-3.8
39.18,-0.8,-1.6
39.2,1.1,2.2
39.22,2.7,5.4
39.24,5.0,10.0
39.26,5.3,10.6
39.28,4.2,8.4
39.3,3.0,6.0
39.32,1.1,2.2
39.34,-0.5,-1.0
39.36,-2.4,-4.8
39.38,-2.0,-4.0
39.4,-0.7,-1.4
39.42,0.4,0.8
39.44,1.9,3.8
39.46,3.3,6.6
39.48,4.8,9.6
39.5,5.7,11.4
39.52,6.5,13.0
39.54,7.4,14.8
39.56,8.1,16.2
39.58,9.1,18.2
39.6,12.7,25.4
39.62,16.9,33.8
39.64,14.4,28.8
39.66,10.5,21.0
39.68,7.0,14.0
39.7,3.5,7.0
39.72,0.2,0.4
39.74,-3.2,-6.4
39.76,-6.4,-12.8
39.78,-9.5,-19.0
39.8,-9.1,-18.2
39.82,-8.3,-16.6
39.84,-7.3,-14.6
39.86,-5.1,-10.2
39.88,-3.0,-6.0
39.9,-0.4,-0.8
39.92,3.3,6.6
39.94,5.2,10.4
39.96,4.4,8.8
39.98,4.0,8.0
40.0,3.0,6.0
40.02,2.0,4.0
40.04,1.0,2.0
40.06,0.1,0.2
40.08,-1.0,-2.0
40.1,-1.4,-2.8
40.12,0.2,0.4
40.14,1.6,3.2
40.16,3.0,6.0
40.18,2.3,4.6
40.2,1.6,3.2
40.22,1.6,3.2
40.24,2.6,5.2
40.26,3.2,6.4
40.28,4.5,9.0
40.3,4.6,9.2
40.32,2.1,4.2
40.34,-0.3,-0.6
40.36,-3.0,-6.0
40.38,-6.0,-12.0
40.4,-8.7,-17.4
40.42,-11.6,-23.2
40.44,-10.7,-21.4
40.46,-9.4,-18.8
40.48,-7.8,-15.6
40.5,-6.8,-13.6
40.52,-6.3,-12.6
40.54,-5.7,-11.4
40.56,-5.0,-10.0
40.58,-4.1,-8.2
40.6,-3.3,-6.6
40.62,-2.4,-4.8
40.64,-1.4,-2.8
40.66,-0.5,-1.0
40.68,0.4,0.8
40.7,1.3,2.6
40.72,2.1,4.2
40.74,0.1,0.2
40.76,-1.8,-3.6
40.78,-4.0,-8.0
40.8,-6.4,-12.8
40.82,-8.7,-17.4
40.84,-11.0,-22.0
40.86,-12.9,-25.8
40.88,-15.1,-30.2
40.9,-16.5,-33.0
40.92,-17.4,-34.8
40.94,-18.4,-36.8
40.96,-19.4,-38.8
40.98,-20.2,-40.4
41.0,-21.3,-42.6
41.02,-19.8,-39.6
41.04,-17.3,-34.6
41.06,-13.5,-27.0
41.08,-6.5,-13.0
41.1,-1.4,-2.8
41.12,2.0,4.0
41.14,5.5,11.0
41.16,8.2,16.4
41.18,8.9,17.8
41.2,10.2,20.4
41.22,9.3,18.6
41.24,8.0,16.0
41.26,6.1,12.2
41.28,3.3,6.6
41.3,0.3,0.6
41.32,-2.4,-4.8
41.34,-5.7,-11.4
41.36,-4.5,-9.0
41.38,-1.3,-2.6
41.4,1.3,2.6
41.42,3.3,6.6
41.44,4.8,9.6
41.46,5.4,10.8
41.48,5.8,11.6
41.5,6.2,12.4
41.52,6.5,13.0
41.54,6.9,13.8
41.56,7.2,14.4
41.58,7.5,15.0
41.6,7.7,15.4
41.62,7.3,14.6
41.64,6.9,13.8
41.66,6.4,12.8
41.68,5.8,11.6
41.7,5.4,10.8
41.72,4.8,9.6
41.74,6.1,12.2
41.76,7.9,15.8
41.78,9.6,19.2
41.8,11.4,22.8
41.82,12.6,25.2
41.84,13.9,27.8
41.86,13.1,26.2
41.88,12.3,24.6
41.9,11.4,22.8
41.92,10.3,20.6
41.94,8.7,17.4
41.96,7.2,14.4
41.98,5.6,11.2
42.0,4.0,8.0
42.02,2.4,4.8
42.04,0.7,1.4
42.06,0.4,0.8
42.08,0.8,1.6
42.1,0.9,1.8
42.12,2.3,4.6
42.14,4.2,8.4
42.16,5.2,10.4
42.18,6.1,12.2
42.2,7.2,14.4
42.22,7.9,15.8
42.24,8.9,17.8
42.26,9.5,19.0
42.28,9.5,19.0
42.3,9.3,18.6
42.32,8.9,17.8
42.34,2.5,5.0
42.36,0.0,0.0
42.38,-0.5,-1.0
42.4,-2.0,-4.0
42.42,-2.4,-4.8
42.44,-3.3,-6.6
42.46,-4.8,-9.6
42.48,-6.4,-12.8
42.5,-8.0,-16.0
42.52,-9.7,-19.4
42.54,-11.4,-22.8
42.56,-12.8,-25.6
42.58,-10.6,-21.2
42.6,-8.9,-17.8
42.62,-6.6,-13.2
42.64,-4.3,-8.6
42.66,-1.9,-3.8
42.68,-1.1,-2.2
42.7,-0.9,-1.8
42.72,-0.5,-1.0
42.74,-0.4,-0.8
42.76,0.5,1.0
42.78,1.4,2.8
42.8,2.4,4.8
42.82,3.5,7.0
42.84,4.3,8.6
42.86,4.4,8.8
42.88,3.9,7.8
42.9,1.3,2.6
42.92,-0.8,-1.6
42.94,-3.6,-7.2
42.96,-4.7,-9.4
42.98,-5.5,-11.0
43.0,-6.2,-12.4
43.02,-6.8,-13.6
43.04,-7.3,-14.6
43.06,-8.0,-16.0
43.08,-7.5,-15.0
43.1,-6.4,-12.8
43.12,-2.8,-5.6
43.14,0.5,1.0
43.16,4.6,9.2
43.18,6.5,13.0
43.2,6.0,12.0
43.22,6.0,12.0
43.24,5.4,10.8
43.26,4.9,9.8
43.28,4.4,8.8
43.3,3.9,7.8
43.32,2.9,5.8
43.34,0.0,0.0
43.36,-2.6,-5.2
43.38,-5.2,-10.4
43.4,-4.2,-8.4
43.42,-3.7,-7.4
43.44,-2.5,-5.0
43.46,-1.5,-3.0
43.48,-0.2,-0.4
43.5,0.2,0.4
43.52,0.0,0.0
43.54,-0.1,-0.2
43.56,-0.4,-0.8
43.58,-0.7,-1.4
43.6,-0.6,-1.2
43.62,-0.1,-0.2
43.64,0.3,0.6
43.66,0.7,1.4
43.68,-0.1,-0.2
43.7,-0.7,-1.4
43.72,-1.5,-3.0
43.74,-2.4,-4.8
43.76,-2.9,-5.8
43.78,-2.8,-5.6
43.8,-2.8,-5.6
43.82,-2.5,-5.0
43.84,-2.4,-4.8
43.86,-2.1,-4.2
43.88,-2.7,-5.4
43.9,-4.4,-8.8
43.92,-5.8,-11.6
43.94,-7.6,-15.2
43.96,-8.4,-16.8
43.98,-8.2,-16.4
44.0,-8.3,-16.6
44.02,-7.5,-15.0
44.04,-5.0,-10.0
44.06,-2.8,-5.6
44.08,-0.2,-0.4
44.1,1.8,3.6
44.12,1.8,3.6
44.14,2.1,4.2
44.16,2.1,4.2
44.18,2.1,4.2
44.2,3.1,6.2
44.22,4.3,8.6
44.24,4.9,9.8
44.26,4.9,9.8
44.28,4.9,9.8
44.3,4.8,9.6
44.32,4.7,9.4
44.34,5.2,10.4
44.36,6.7,13.4
44.38,7.9,15.8
44.4,9.5,19.0
44.42,9.7,19.4
44.44,9.6,19.2
44.46,9.6,19.2
44.48,9.3,18.6
44.5,9.1,18.2
44.52,8.9,17.8
44.54,8.7,17.4
44.56,8.4,16.8
44.58,8.2,16.4
44.6,8.0,16.0
44.62,7.7,15.4
44.64,6.2,12.4
44.66,4.7,9.4
44.68,3.5,7.0
44.7,3.6,7.2
44.72,3.4,6.8
44.74,3.5,7.0
44.76,3.6,7.2
44.78,3.2,6.4
44.8,1.9,3.8
44.82,1.5,3.0
44.84,1.4,2.8
44.86,1.2,2.4
44.88,1.2,2.4
44.9,1.1,2.2
44.92,0.0,0.0
44.94,-1.0,-2.0
44.96,-2.0,-4.0
44.98,-2.5,-5.0
45.0,-2.9,-5.8
45.02,-3.3,-6.6
45.04,-3.7,-7.4
45.06,-4.8,-9.6
45.08,-6.3,-12.6
45.1,-7.7,-15.4
45.12,-9.2,-18.4
45.14,-10.7,-21.4
45.16,-12.2,-24.4
45.18,-13.8,-27.6
45.2,-14.3,-28.6
45.22,-12.0,-24.0
45.24,-10.3,-20.6
45.26,-7.8,-15.6
45.28,-6.7,-13.4
45.3,-6.3,-12.6
45.32,-5.8,-11.6
45.34,-5.6,-11.2
45.36,-5.3,-10.6
45.38,-5.0,-10.0
45.4,-4.8,-9.6
45.42,-4.5,-9.0
45.44,-4.2,-8.4
45.46,-3.9,-7.8
45.48,-3.1,-6.2
45.5,-2.6,-5.2
45.52,-1.1,-2.2
45.54,1.0,2.0
45.56,3.1,6.2
45.58,4.6,9.2
45.6,4.8,9.6
45.62,5.4,10.8
45.64,5.5,11.0
45.66,6.3,12.6
45.68,8.4,16.8
45.7,10.1,20.2
45.72,8.4,16.8
45.74,7.1,14.2
45.76,5.3,10.6
45.78,3.3,6.6
45.8,2.8,5.6
45.82,2.9,5.8
45.84,2.8,5.6
45.86,2.7,5.4
45.88,1.2,2.4
45.9,-0.1,-0.2
45.92,-1.0,-2.0
45.94,-1.1,-2.2
45.96,-1.6,-3.2
45.98,-1.5,-3.0
46.0,-3.1,-6.2
46.02,-6.8,-13.6
46.04,-9.9,-19.8
46.06,-10.2,-20.4
46.08,-10.5,-21.0
46.1,-10.6,-21.2
46.12,-9.9,-19.8
46.14,-8.9,-17.8
46.16,-7.9,-15.8
46.18,-7.4,-14.8
46.2,-7.2,-14.4
46.22,-6.8,-13.6
46.24,-6.7,-13.4
46.26,-6.3,-12.6
46.28,-4.0,-8.0
46.3,-1.3,-2.6
46.32,1.3,2.6
46.34,4.3,8.6
46.36,7.1,14.2
46.38,9.9,19.8
46.4,8.6,17.2
46.42,6.3,12.6
46.44,4.1,8.2
46.46,1.3,2.6
46.48,-1.4,-2.8
46.5,-3.5,-7.0
46.52,-3.7,-7.4
46.54,-4.4,-8.8
46.56,-4.6,-9.2
46.58,-4.9,-9.8
46.6,-5.1,-10.2
46.62,-5.4,-10.8
46.64,-5.6,-11.2
46.66,-5.8,-11.6
46.68,-4.6,-9.2
46.7,-2.9,-5.8
46.72,-1.3,-2.6
46.74,0.7,1.4
46.76,1.7,3.4
46.78,1.9,3.8
46.8,2.5,5.0
46.82,2.5,5.0
46.84,3.5,7.0
46.86,5.0,10.0
46.88,6.4,12.8
46.9,8.0,16.0
46.92,9.4,18.8
46.94,9.7,19.4
46.96,10.2,20.4
46.98,10.5,21.0
47.0,10.8,21.6
47.02,11.0,22.0
47.04,10.4,20.8
47.06,9.9,19.8
47.08,9.3,18.6
47.1,8.6,17.2
47.12,7.9,15.8
47.14,7.2,14.4
47.16,6.3,12.6
47.18,5.5,11.0
47.2,4.6,9.2
47.22,3.8,7.6
47.24,3.1,6.2
47.26,2.7,5.4
47.28,2.1,4.2
47.3,1.7,3.4
47.32,1.2,2.4
47.34,0.7,1.4
47.36,0.3,0.6
47.38,0.8,1.6
47.4,1.3,2.6
47.42,1.9,3.8
47.44,2.2,4.4
47.46,0.9,1.8
47.48,-0.3,-0.6
47.5,-1.7,-3.4
47.52,-3.1,-6.2
47.54,-4.7,-9.4
47.56,-5.3,-10.6
47.58,-4.8,-9.6
47.6,-4.3,-8.6
47.62,-3.8,-7.6
47.64,-2.5,-5.0
47.66,-0.9,-1.8
47.68,0.7,1.4
47.7,1.7,3.4
47.72,2.2,4.4
47.74,3.5,7.0
47.76,6.1,12.2
47.78,8.3,16.6
47.8,11.2,22.4
47.82,10.7,21.4
47.84,8.7,17.4
47.86,7.1,14.2
47.88,4.7,9.4
47.9,2.7,5.4
47.92,0.4,0.8
47.94,-1.6,-3.2
47.96,-2.4,-4.8
47.98,-3.3,-6.6
48.0,-4.6,-9.2
48.02,-6.9,-13.8
48.04,-8.4,-16.8
48.06,-8.8,-17.6
48.08,-9.3,-18.6
48.1,-9.5,-19.0
48.12,-9.7,-19.4
48.14,-9.9,-19.8
48.16,-10.1,-20.2
48.18,-10.2,-20.4
48.2,-9.8,-19.6
48.22,-9.5,-19.0
48.24,-9.0,-18.0
48.26,-8.7,-17.4
48.28,-8.9,-17.8
48.3,-9.1,-18.2
48.32,-9.3,-18.6
48.34,-9.6,-19.2
48.36,-9.7,-19.4
48.38,-8.8,-17.6
48.4,-8.1,-16.2
48.42,-7.1,-14.2
48.44,-6.8,-13.6
48.46,-6.8,-13.6
48.48,-6.7,-13.4
48.5,-6.7,-13.4
48.52,-6.6,-13.2
48.54,-6.6,-13.2
48.56,-6.4,-12.8
48.58,-5.6,-11.2
48.6,-5.0,-10.0
48.62,-4.3,-8.6
48.64,-3.4,-6.8
48.66,-2.3,-4.6
48.68,-1.3,-2.6
48.7,-0.2,-0.4
48.72,1.0,2.0
48.74,1.7,3.4
48.76,0.9,1.8
48.78,0.3,0.6
48.8,-0.5,-1.0
48.82,-1.4,-2.8
48.84,-0.7,-1.4
48.86,0.6,1.2
48.88,1.6,3.2
48.9,1.3,2.6
48.92,1.2,2.4
48.94,0.8,1.6
48.96,0.5,1.0
48.98,0.0,0.0
49.0,0.2,0.4
49.02,0.9,1.8
49.04,1.4,2.8
49.06,2.1,4.2
49.08,2.2,4.4
49.1,1.0,2.0
49.12,0.0,0.0
49.14,-1.2,-2.4
49.16,-2.4,-4.8
49.18,-2.4,-4.8
49.2,-1.9,-3.8
49.22,-1.6,-3.2
49.24,-1.8,-3.6
49.26,-2.2,-4.4
49.28,-2.7,-5.4
49.3,-3.0,-6.0
49.32,-2.6,-5.2
49.34,-2.2,-4.4
49.36,-2.2,-4.4
49.38,-3.2,-6.4
49.4,-4.1,-8.2
49.42,-5.1,-10.2
49.44,-4.6,-9.2
49.46,-4.3,-8.6
49.48,-3.8,-7.6
49.5,-3.2,-6.4
49.52,-2.6,-5.2
49.54,-2.0,-4.0
49.56,-1.9,-3.8
49.58,-1.8,-3.6
49.6,-1.5,-3.0
49.62,1.3,2.6
49.64,4.1,8.2
49.66,6.7,13.4
49.68,7.0,14.0
49.7,7.6,15.2
49.72,7.8,15.6
49.74,8.0,16.0
49.76,8.1,16.2
49.78,8.4,16.8
49.8,7.8,15.6
49.82,6.1,12.2
49.84,4.8,9.6
49.86,3.1,6.2
49.88,2.9,5.8
49.9,3.0,6.0
49.92,3.2,6.4
49.94,3.5,7.0
49.96,3.7,7.4
49.98,2.4,4.8
50.0,0.7,1.4
50.02,-0.8,-1.6
50.04,-2.8,-5.6
50.06,-3.5,-7.0
50.08,-2.2,-4.4
50.1,-1.3,-2.6
50.12,0.1,0.2
50.14,0.3,0.6
50.16,0.1,0.2
50.18,-0.1,-0.2
50.2,-0.5,-1.0
50.22,-0.8,-1.6
50.24,-1.1,-2.2
50.26,-1.5,-3.0
50.28,-1.2,-2.4
50.3,-0.8,-1.6
50.32,-0.4,-0.8
50.34,0.1,0.2
50.36,0.5,1.0
50.38,0.8,1.6
50.4,0.8,1.6
50.42,0.9,1.8
50.44,1.0,2.0
50.46,2.2,4.4
50.48,3.3,6.6
50.5,4.6,9.2
50.52,5.9,11.8
50.54,7.2,14.4
50.56,7.9,15.8
50.58,6.2,12.4
50.6,5.0,10.0
50.62,3.2,6.4
50.64,1.6,3.2
50.66,-0.4,-0.8
50.68,0.0,0.0
50.7,3.0,6.0
50.72,5.2,10.4
50.74,8.7,17.4
50.76,8.2,16.4
50.78,3.1,6.2
50.8,-0.2,-0.4
50.82,-6.2,-12.4
50.84,-2.8,-5.6
50.86,5.8,11.6
50.88,13.0,26.0
50.9,22.1,44.2
50.92,18.5,37.0
50.94,9.4,18.8
50.96,9.1,18.2
50.98,7.7,15.4
51.0,9.0,18.0
51.02,1.6,3.2
51.04,-8.4,-16.8
51.06,-20.0,-40.0
51.08,-14.8,-29.6
51.1,-0.7,-1.4
51.12,10.7,21.4
51.14,9.9,19.8
51.16,4.8,9.6
51.18,0.3,0.6
51.2,-6.9,-13.8
51.22,-10.7,-21.4
51.24,-1.5,-3.0
51.26,6.9,13.8
51.28,13.8,27.6
51.3,6.7,13.4
51.32,2.0,4.0
51.34,3.5,7.0
51.36,9.0,18.0
51.38,8.6,17.2
51.4,5.2,10.4
51.42,2.4,4.8
51.44,1.6,3.2
51.46,1.3,2.6
51.48,-1.1,-2.2
51.5,-3.4,-6.8
51.52,-6.7,-13.4
51.54,-5.4,-10.8
51.56,-2.0,-4.0
51.58,1.4,2.8
51.6,4.8,9.6
51.62,9.7,19.4
51.64,5.8,11.6
51.66,-4.8,-9.6
51.68,-11.9,-23.8
51.7,-9.5,-19.0
51.72,-6.0,-12.0
51.74,-2.4,-4.8
51.76,3.2,6.4
51.78,3.8,7.6
51.8,1.4,2.8
51.82,-0.1,-0.2
51.84,-0.7,-1.4
51.86,0.6,1.2
51.88,1.0,2.0
51.9,2.4,4.8
51.92,1.3,2.6
51.94,0.4,0.8
51.96,-0.8,-1.6
51.98,-2.7,-5.4
52.0,-5.5,-11.0
52.02,-8.4,-16.8
52.04,-9.3,-18.6
52.06,-6.1,-12.2
52.08,-3.6,-7.2
52.1,-0.2,-0.4
52.12,3.3,6.6
52.14,3.7,7.4
52.16,-1.4,-2.8
52.18,-4.5,-9.0
52.2,-10.3,-20.6
52.22,-7.7,-15.4
52.24,-2.3,-4.6
52.26,3.1,6.2
52.28,4.1,8.2
52.3,2.6,5.2
52.32,1.3,2.6
52.34,1.5,3.0
52.36,6.1,12.2
52.38,7.3,14.6
52.4,7.4,14.8
52.42,7.6,15.2
52.44,7.3,14.6
52.46,7.1,14.2
52.48,5.7,11.4
52.5,3.8,7.6
52.52,2.1,4.2
52.54,-0.2,-0.4
52.56,-3.3,-6.6
52.58,-6.4,-12.8
52.6,-6.8,-13.6
52.62,-5.1,-10.2
52.64,-5.4,-10.8
52.66,-5.4,-10.8
52.68,-5.7,-11.4
52.7,-3.3,-6.6
52.72,0.0,0.0
52.74,3.3,6.6
52.76,7.0,14.0
52.78,9.6,19.2
52.8,8.5,17.0
52.82,8.0,16.0
52.84,6.8,13.6
52.86,7.5,15.0
52.88,7.7,15.4
52.9,8.5,17.0
52.92,6.1,12.2
52.94,3.7,7.4
52.96,0.7,1.4
52.98,-0.1,-0.2
53.0,0.4,0.8
53.02,0.5,1.0
53.04,-1.0,-2.0
53.06,-2.9,-5.8
53.08,-4.6,-9.2
53.1,-6.9,-13.8
53.12,-6.5,-13.0
53.14,-4.4,-8.8
53.16,-2.8,-5.6
53.18,-0.7,-1.4
53.2,-2.3,-4.6
53.22,-3.3,-6.6
53.24,-5.1,-10.2
53.26,-6.0,-12.0
53.28,-5.6,-11.2
53.3,-5.4,-10.8
53.32,-5.0,-10.0
53.34,-6.6,-13.2
53.36,-9.1,-18.2
53.38,-11.4,-22.8
53.4,-14.0,-28.0
53.42,-13.8,-27.6
53.44,-14.0,-28.0
53.46,-12.1,-24.2
53.48,-9.6,-19.2
53.5,-7.4,-14.8
53.52,-4.6,-9.2
53.54,-3.4,-6.8
53.56,-4.2,-8.4
53.58,-4.5,-9.0
53.6,-5.5,-11.0
53.62,-6.3,-12.6
53.64,-7.2,-14.4
53.66,-8.0,-16.0
53.68,-7.3,-14.6
53.7,-5.2,-10.4
53.72,-3.7,-7.4
53.74,-2.6,-5.2
53.76,-1.4,-2.8
53.78,0.0,0.0
53.8,0.0,0.0
53.82,0.0,0.0
53.84,0.0,0.0
53.86,0.0,0.0
53.88,0.0,0.0
53.9,0.0,0.0
53.92,0.0,0.0
53.94,0.0,0.0
53.96,0.0,0.0
53.98,0.0,0.0
54.0,0.0,0.0
54.02,0.0,0.0
54.04,0.0,0.0
54.06,0.0,0.0
54.08,0.0,0.0
54.1,0.0,0.0
54.12,0.0,0.0
54.14,0.0,0.0
54.16,0.0,0.0
54.18,0.0,0.0
54.2,0.0,0.0
54.22,0.0,0.0
54.24,0.0,0.0
54.26,0.0,0.0
54.28,0.0,0.0
54.3,0.0,0.0
54.32,0.0,0.0
54.34,0.0,0.0
54.36,0.0,0.0
54.38,0.0,0.0
54.4,0.0,0.0
54.42,0.0,0.0
54.44,0.0,0.0
54.46,0.0,0.0
54.48,0.0,0.0
54.5,0.0,0.0
54.52,0.0,0.0
54.54,0.0,0.0
54.56,0.0,0.0
54.58,0.0,0.0
54.6,0.0,0.0
54.62,0.0,0.0
54.64,0.0,0.0
54.66,0.0,0.0
54.68,0.0,0.0
54.7,0.0,0.0
54.72,0.0,0.0
54.74,0.0,0.0
54.76,0.0,0.0
54.78,0.0,0.0
54.8,0.0,0.0
54.82,0.0,0.0
54.84,0.0,0.0
54.86,0.0,0.0
54.88,0.0,0.0
54.9,0.0,0.0
54.92,0.0,0.0
54.94,0.0,0.0
54.96,0.0,0.0
54.98,0.0,0.0
55.0,0.0,0.0
55.02,0.0,0.0
55.04,0.0,0.0
55.06,0.0,0.0
55.08,0.0,0.0
55.1,0.0,0.0
55.12,0.0,0.0
55.14,0.0,0.0
55.16,0.0,0.0
55.18,0.0,0.0
55.2,0.0,0.0
55.22,0.0,0.0
55.24,0.0,0.0
55.26,0.0,0.0
55.28,0.0,0.0
55.3,0.0,0.0
55.32,0.0,0.0
55.34,0.0,0.0
55.36,0.0,0.0
55.38,0.0,0.0
55.4,0.0,0.0
55.42,0.0,0.0
55.44,0.0,0.0
55.46,0.0,0.0
55.48,0.0,0.0
55.5,0.0,0.0
55.52,0.0,0.0
55.54,0.0,0.0
55.56,0.0,0.0
55.58,0.0,0.0
55.6,0.0,0.0
55.62,0.0,0.0
55.64,0.0,0.0
55.66,0.0,0.0
55.68,0.0,0.0
55.7,0.0,0.0
55.72,0.0,0.0
55.74,0.0,0.0
55.76,0.0,0.0
55.78,0.0,0.0
55.8,0.0,0.0
55.82,0.0,0.0
55.84,0.0,0.0
55.86,0.0,0.0
55.88,0.0,0.0
55.9,0.0,0.0
55.92,0.0,0.0
55.94,0.0,0.0
55.96,0.0,0.0
55.98,0.0,0.0
56.0,0.0,0.0
56.02,0.0,0.0
56.04,0.0,0.0
56.06,0.0,0.0
56.08,0.0,0.0
56.1,0.0,0.0
56.12,0.0,0.0
56.14,0.0,0.0
56.16,0.0,0.0
56.18,0.0,0.0
56.2,0.0,0.0
56.22,0.0,0.0
56.24,0.0,0.0
56.26,0.0,0.0
56.28,0.0,0.0
56.3,0.0,0.0
56.32,0.0,0.0
56.34,0.0,0.0
56.36,0.0,0.0
56.38,0.0,0.0
56.4,0.0,0.0
56.42,0.0,0.0
56.44,0.0,0.0
56.46,0.0,0.0
56.48,0.0,0.0
56.5,0.0,0.0
56.52,0.0,0.0
56.54,0.0,0.0
56.56,0.0,0.0
56.58,0.0,0.0
56.6,0.0,0.0
56.62,0.0,0.0
56.64,0.0,0.0
56.66,0.0,0.0
56.68,0.0,0.0
56.7,0.0,0.0
56.72,0.0,0.0
56.74,0.0,0.0
56.76,0.0,0.0
56.78,0.0,0.0
56.8,0.0,0.0
56.82,0.0,0.0
56.84,0.0,0.0
56.86,0.0,0.0
56.88,0.0,0.0
56.9,0.0,0.0
56.92,0.0,0.0
56.94,0.0,0.0
56.96,0.0,0.0
56.98,0.0,0.0
57.0,0.0,0.0
57.02,0.0,0.0
57.04,0.0,0.0
57.06,0.0,0.0
57.08,0.0,0.0
57.1,0.0,0.0
57.12,0.0,0.0
57.14,0.0,0.0
57.16,0.0,0.0
57.18,0.0,0.0
57.2,0.0,0.0
57.22,0.0,0.0
57.24,0.0,0.0
57.26,0.0,0.0
57.28,0.0,0.0
57.3,0.0,0.0
57.32,0.0,0.0
57.34,0.0,0.0
57.36,0.0,0.0
57.38,0.0,0.0
57.4,0.0,0.0
57.42,0.0,0.0
57.44,0.0,0.0
57.46,0.0,0.0
57.48,0.0,0.0
57.5,0.0,0.0
57.52,0.0,0.0
57.54,0.0,0.0
57.56,0.0,0.0
57.58,0.0,0.0
57.6,0.0,0.0
57.62,0.0,0.0
57.64,0.0,0.0
57.66,0.0,0.0
57.68,0.0,0.0
57.7,0.0,0.0
57.72,0.0,0.0
57.74,0.0,0.0
57.76,0.0,0.0
57.78,0.0,0.0
57.8,0.0,0.0
57.82,0.0,0.0
57.84,0.0,0.0
57.86,0.0,0.0
57.88,0.0,0.0
57.9,0.0,0.0
57.92,0.0,0.0
57.94,0.0,0.0
57.96,0.0,0.0
57.98,0.0,0.0
58.0,0.0,0.0
58.02,0.0,0.0
58.04,0.0,0.0
58.06,0.0,0.0
58.08,0.0,0.0
58.1,0.0,0.0
58.12,0.0,0.0
58.14,0.0,0.0
58.16,0.0,0.0
58.18,0.0,0.0
58.2,0.0,0.0
58.22,0.0,0.0
58.24,0.0,0.0
58.26,0.0,0.0
58.28,0.0,0.0
58.3,0.0,0.0
58.32,0.0,0.0
58.34,0.0,0.0
58.36,0.0,0.0
58.38,0.0,0.0
58.4,0.0,0.0
58.42,0.0,0.0
58.44,0.0,0.0
58.46,0.0,0.0
58.48,0.0,0.0
58.5,0.0,0.0
58.52,0.0,0.0
58.54,0.0,0.0
58.56,0.0,0.0
58.58,0.0,0.0
58.6,0.0,0.0
58.62,0.0,0.0
58.64,0.0,0.0
58.66,0.0,0.0
58.68,0.0,0.0
58.7,0.0,0.0
58.72,0.0,0.0
58.74,0.0,0.0
58.76,0.0,0.0
58.78,0.0,0.0
58.8,0.0,0.0
58.82,0.0,0.0
58.84,0.0,0.0
58.86,0.0,0.0
58.88,0.0,0.0
58.9,0.0,0.0
58.92,0.0,0.0
58.94,0.0,0.0
58.96,0.0,0.0
58.98,0.0,0.0
59.0,0.0,0.0
59.02,0.0,0.0
59.04,0.0,0.0
59.06,0.0,0.0
59.08,0.0,0.0
59.1,0.0,0.0
59.12,0.0,0.0
59.14,0.0,0.0
59.16,0.0,0.0
59.18,0.0,0.0
59.2,0.0,0.0
59.22,0.0,0.0
59.24,0.0,0.0
59.26,0.0,0.0
59.28,0.0,0.0
59.3,0.0,0.0
59.32,0.0,0.0
59.34,0.0,0.0
59.36,0.0,0.0
59.38,0.0,0.0
59.4,0.0,0.0
59.42,0.0,0.0
59.44,0.0,0.0
59.46,0.0,0.0
59.48,0.0,0.0
59.5,0.0,0.0
59.52,0.0,0.0
59.54,0.0,0.0
59.56,0.0,0.0
59.58,0.0,0.0
59.6,0.0,0.0
59.62,0.0,0.0
59.64,0.0,0.0
59.66,0.0,0.0
59.68,0.0,0.0
59.7,0.0,0.0
59.72,0.0,0.0
59.74,0.0,0.0
59.76,0.0,0.0
59.78,0.0,0.0
59.8,0.0,0.0
59.82,0.0,0.0
59.84,0.0,0.0
59.86,0.0,0.0
59.88,0.0,0.0
59.9,0.0,0.0
59.92,0.0,0.0
59.94,0.0,0.0
59.96,0.0,0.0
59.98,0.0,0.0
60.0,0.0,0.0
