time,acceleration
28.82,39.3
28.84,40.6
28.86,38.5
28.88,32.9
28.9,18.3
28.92,12.5
28.94,7
28.96,-0.1
28.98,-6.8
29,-13
29.02,-12.8
29.04,-11.5
29.06,-10.2
29.08,-8.4
29.1,-14.1
29.12,-20.5
29.14,-26.9
29.16,-35
29.18,-35.9
29.2,-29.7
29.22,-22.7
29.24,1.8
29.26,9.9
29.28,20.3
29.3,25.6
29.32,19.9
29.34,16
29.36,10.7
29.38,15.6
29.4,19.8
29.42,24.2
29.44,14.1
29.46,5.5
29.48,-6.6
29.5,-9.7
29.52,-2.6
29.54,1.6
29.56,10
29.58,9.4
29.6,3.9
29.62,0
29.64,-6.6
29.66,-9.9
29.68,-10.9
29.7,-11.5
29.72,-13.1
29.74,-16.8
29.76,-19.9
29.78,-10.4
29.8,-1
29.82,5.5
29.84,12.9
29.86,20
29.88,19.9
29.9,16.9
29.92,14.3
29.94,10.9
29.96,12.8
29.98,15.2
30,13.7
30.02,11.7
30.04,9.7
30.06,6
30.08,-2.8
30.1,-5
30.12,-8.4
30.14,-17.8
30.16,-32.1
30.18,-42
30.2,-51.8
30.22,-47.2
30.24,-39.4
30.26,-29
30.28,-11
30.3,5
30.32,13.2
30.34,15.7
30.36,17.7
30.38,19.5
30.4,25.5
30.42,33.1
30.44,32.8
30.46,25.2
30.48,17.3
30.5,4.5
30.52,-8.5
30.54,-19
30.56,-22.9
30.58,-30.4
30.6,-27.7
30.62,-22.7
30.64,-17.4
30.66,-12.1
30.68,-12.6
30.7,-12.9
30.72,-8
30.74,-2.6
30.76,3.9
30.78,6.5
30.8,5.5
30.82,5
30.84,6.4
30.86,12.6
30.88,17.9
30.9,24.3
30.92,30.7
30.94,29.8
30.96,25.1
30.98,21.6
31,16.3
31.02,19.2
31.04,23.4
31.06,28.2
31.08,30.1
31.1,19.6
31.12,10.6
31.14,-3.9
31.16,-16.3
31.18,-32.2
31.2,-33.5
31.22,-21.9
31.24,-14.8
31.26,-1
31.28,1.1
31.3,-5.3
31.32,-10.1
31.34,-12.6
31.36,-14.3
31.38,-12.9
31.4,-10.4
31.42,-7.1
31.44,-1.8
31.46,3.3
31.48,8.5
31.5,15.8
31.52,23.9
31.54,31.9
31.56,34.1
31.58,31.8
31.6,21.3
31.62,7.3
31.64,0.9
31.66,-1.5
31.68,-4.7
31.7,-7.5
31.72,-12.1
31.74,-15.6
31.76,-11.6
31.78,-5.6
31.8,-0.6
31.82,-0.3
31.84,-0.3
31.86,1.4
31.88,4.6
31.9,7.2
31.92,8.6
31.94,9.8
31.96,12.4
31.98,14.7
32,17.2
32.02,20
32.04,25.6
32.06,31.7
32.08,28.7
32.1,23.1
32.12,10.5
32.14,-0.1
32.16,-1.1
32.18,-3.6
32.2,-5.3
32.22,-8.3
32.24,-5.2
32.26,-0.7
32.28,3.7
32.3,9.6
32.32,15.5
32.34,20.5
32.36,14.3
32.38,7.3
32.4,2.1
32.42,-2.2
32.44,-7
32.46,-10
32.48,-7.5
32.5,-5.4
32.52,-2.9
32.54,-1.5
32.56,0
32.58,-0.1
32.6,-0.6
32.62,-1.1
32.64,-1
32.66,-0.3
32.68,0.1
32.7,1.6
32.72,5.3
32.74,8.6
32.76,12.6
32.78,15.4
32.8,13.1
32.82,10.2
32.84,5.6
32.86,0.6
32.88,-4
32.9,-9.8
32.92,-9.6
32.94,-4.6
32.96,-0.7
32.98,3.1
33,4.5
33.02,6.8
33.04,5.2
33.06,4.5
33.08,1.8
33.1,-0.2
33.12,-2.9
33.14,-2.8
33.16,-1.7
33.18,-0.6
33.2,-0.5
33.22,-1.7
33.24,-2.2
33.26,-3.6
33.28,-3.2
33.3,-0.7
33.32,1.4
33.34,4.1
33.36,6.5
33.38,6.3
33.4,5.2
33.42,0.6
33.44,-4.5
33.46,-7.6
33.48,-6.4
33.5,-6.5
33.52,-10.7
33.54,-16.1
33.56,-17.4
33.58,-11.7
33.6,-7
33.62,-3.6
33.64,-2.5
33.66,-0.2
33.68,0.4
33.7,3.6
33.72,8.2
33.74,11.5
33.76,7
33.78,3.8
33.8,-1
33.82,-2.5
33.84,-3.4
33.86,-4.1
33.88,-4.5
33.9,-6.5
33.92,-12
33.94,-11.7
33.96,-10.8
33.98,-9.8
34,-8.1
34.02,-7.6
34.04,-11
34.06,-13.8
34.08,-16.6
34.1,-14.4
34.12,-13
34.14,-11.1
34.16,-10.8
34.18,-9.8
34.2,-9.8
34.22,-6.3
34.24,-0.2
34.26,5.4
34.28,11
34.3,15.2
34.32,19.7
34.34,17
34.36,14
34.38,10.3
34.4,6.4
34.42,1
34.44,-6.7
34.46,-10.5
34.48,-12.2
34.5,-13.8
34.52,-16.6
34.54,-21.5
34.56,-26.9
34.58,-27.4
34.6,-21.7
34.62,-17.8
34.64,-11.6
34.66,-6.1
34.68,0
34.7,5.4
34.72,9.9
34.74,14.4
34.76,18.7
34.78,23.2
34.8,26.2
34.82,25.5
34.84,22.7
34.86,17.1
34.88,12.7
34.9,5.4
34.92,-4.7
34.94,-14.9
34.96,-21
34.98,-25.4
35,-25.2
35.02,-24.5
35.04,-22.6
35.06,-17.9
35.08,-13.6
35.1,-8.2
35.12,-1.4
35.14,4.4
35.16,8.9
35.18,9.7
35.2,10
35.22,10
35.24,10.4
35.26,13.6
35.28,12.1
35.3,10
35.32,7.2
35.34,1.9
35.36,-2.8
35.38,-8.3
35.4,-13.1
35.42,-19
35.44,-19.4
35.46,-13.9
35.48,-10
35.5,-4.4
35.52,-4.4
35.54,-4
35.56,-4.5
35.58,-4.9
35.6,-3.9
35.62,-2.1
35.64,-2.2
35.66,-1.6
35.68,-1.6
35.7,-1.2
35.72,-1.2
35.74,2.8
35.76,6.8
35.78,11.5
35.8,9.6
35.82,5.6
35.84,1.7
35.86,-3.1
35.88,-7.8
35.9,-9.2
35.92,-9.2
35.94,-9.5
35.96,-9.2
35.98,-8.6
36,-5.2
36.02,-2.2
36.04,1.4
36.06,3.8
36.08,3.4
36.1,3.4
36.12,2.9
36.14,4
36.16,5.4
36.18,6.7
36.2,8.5
36.22,8.7
36.24,7.7
36.26,7
36.28,6.1
36.3,7.5
36.32,8.7
36.34,10.2
36.36,11.1
36.38,9
36.4,7.5
36.42,5.3
36.44,6.2
36.46,7.9
36.48,9.7
36.5,11.8
36.52,13.5
36.54,10.5
36.56,7.7
36.58,4.4
36.6,1.2
36.62,-2.1
36.64,-4.2
36.66,-6.8
36.68,-8.7
36.7,-12
36.72,-15.9
36.74,-19.8
36.76,-23.3
36.78,-25.8
36.8,-27
36.82,-27.8
36.84,-28.7
36.86,-27.8
36.88,-27
36.9,-25.8
36.92,-25.1
36.94,-21.9
36.96,-17.3
36.98,-12.9
37,-10.9
37.02,-10.5
37.04,-9.5
37.06,-9.1
37.08,-7.2
37.1,-5.9
37.12,-4
37.14,-2.3
37.16,1.8
37.18,3.5
37.2,4.2
37.22,4.8
37.24,4.3
37.26,4.3
37.28,3.8
37.3,3.6
37.32,3.2
37.34,4.7
37.36,6.3
37.38,8.5
37.4,11
37.42,13.4
37.44,16
37.46,18.1
37.48,17.3
37.5,16.8
37.52,15.9
37.54,14.7
37.56,10.8
37.58,6.8
37.6,3.2
37.62,0.9
37.64,1.9
37.66,2.8
37.68,4
37.7,5.4
37.72,6.9
37.74,9.5
37.76,11.7
37.78,14.3
37.8,14.3
37.82,12.5
37.84,12.2
37.86,12.4
37.88,12.6
37.9,13
37.92,13.3
37.94,10.6
37.96,7.9
37.98,4.6
38,2
38.02,0.5
38.04,-1.1
38.06,-2.5
38.08,-1.1
38.1,1.8
38.12,4.3
38.14,7.6
38.16,10.3
38.18,13.3
38.2,10.1
38.22,6.2
38.24,1.8
38.26,-2.7
38.28,-8
38.3,-8.9
38.32,-5.4
38.34,-3
38.36,0.6
38.38,1.2
38.4,2.2
38.42,2.7
38.44,3.2
38.46,4.8
38.48,6.9
38.5,8.9
38.52,11.2
38.54,13.3
38.56,14
38.58,13.7
38.6,14
38.62,13.5
38.64,13.9
38.66,10.2
38.68,3
38.7,-3.2
38.72,-6.3
38.74,-8.5
38.76,-11.2
38.78,-15.7
38.8,-19.7
38.82,-18.8
38.84,-18.2
38.86,-17
38.88,-15.6
38.9,-14.2
38.92,-12.9
38.94,-12.5
38.96,-12
38.98,-11.6
39,-11.4
39.02,-10.6
39.04,-6.4
39.06,-2.1
39.08,0.2
39.1,-0.4
39.12,-0.4
39.14,-1.4
39.16,-1.9
39.18,-0.8
39.2,1.1
39.22,2.7
39.24,5
39.26,5.3
39.28,4.2
39.3,3
39.32,1.1
39.34,-0.5
39.36,-2.4
39.38,-2
39.4,-0.7
39.42,0.4
39.44,1.9
39.46,3.3
39.48,4.8
39.5,5.7
39.52,6.5
39.54,7.4
39.56,8.1
39.58,9.1
39.6,12.7
39.62,16.9
39.64,14.4
39.66,10.5
39.68,7
39.7,3.5
39.72,0.2
39.74,-3.2
39.76,-6.4
39.78,-9.5
39.8,-9.1
39.82,-8.3
39.84,-7.3
39.86,-5.1
39.88,-3
39.9,-0.4
39.92,3.3
39.94,5.2
39.96,4.4
39.98,4
40,3
40.02,2
40.04,1
40.06,0.1
40.08,-1
40.1,-1.4
40.12,0.2
40.14,1.6
40.16,3
40.18,2.3
40.2,1.6
40.22,1.6
40.24,2.6
40.26,3.2
40.28,4.5
40.3,4.6
40.32,2.1
40.34,-0.3
40.36,-3
40.38,-6
40.4,-8.7
40.42,-11.6
40.44,-10.7
40.46,-9.4
40.48,-7.8
40.5,-6.8
40.52,-6.3
40.54,-5.7
40.56,-5
40.58,-4.1
40.6,-3.3
40.62,-2.4
40.64,-1.4
40.66,-0.5
40.68,0.4
40.7,1.3
40.72,2.1
40.74,0.1
40.76,-1.8
40.78,-4
40.8,-6.4
40.82,-8.7
40.84,-11
40.86,-12.9
40.88,-15.1
40.9,-16.5
40.92,-17.4
40.94,-18.4
40.96,-19.4
40.98,-20.2
41,-21.3
41.02,-19.8
41.04,-17.3
41.06,-13.5
41.08,-6.5
41.1,-1.4
41.12,2
41.14,5.5
41.16,8.2
41.18,8.9
41.2,10.2
41.22,9.3
41.24,8
41.26,6.1
41.28,3.3
41.3,0.3
41.32,-2.4
41.34,-5.7
41.36,-4.5
41.38,-1.3
41.4,1.3
41.42,3.3
41.44,4.8
41.46,5.4
41.48,5.8
41.5,6.2
41.52,6.5
41.54,6.9
41.56,7.2
41.58,7.5
41.6,7.7
41.62,7.3
41.64,6.9
41.66,6.4
41.68,5.8
41.7,5.4
41.72,4.8
41.74,6.1
41.76,7.9
41.78,9.6
41.8,11.4
41.82,12.6
41.84,13.9
41.86,13.1
41.88,12.3
41.9,11.4
41.92,10.3
41.94,8.7
41.96,7.2
41.98,5.6
42,4
42.02,2.4
42.04,0.7
42.06,0.4
42.08,0.8
42.1,0.9
42.12,2.3
42.14,4.2
42.16,5.2
42.18,6.1
42.2,7.2
42.22,7.9
42.24,8.9
42.26,9.5
42.28,9.5
42.3,9.3
42.32,8.9
42.34,2.5
42.36,0
42.38,-0.5
42.4,-2
42.42,-2.4
42.44,-3.3
42.46,-4.8
42.48,-6.4
42.5,-8
42.52,-9.7
42.54,-11.4
42.56,-12.8
42.58,-10.6
42.6,-8.9
42.62,-6.6
42.64,-4.3
42.66,-1.9
42.68,-1.1
42.7,-0.9
42.72,-0.5
42.74,-0.4
42.76,0.5
42.78,1.4
42.8,2.4
42.82,3.5
42.84,4.3
42.86,4.4
42.88,3.9
42.9,1.3
42.92,-0.8
42.94,-3.6
42.96,-4.7
42.98,-5.5
43,-6.2
43.02,-6.8
43.04,-7.3
43.06,-8
43.08,-7.5
43.1,-6.4
43.12,-2.8
43.14,0.5
43.16,4.6
43.18,6.5
43.2,6
43.22,6
43.24,5.4
43.26,4.9
43.28,4.4
43.3,3.9
43.32,2.9
43.34,0
43.36,-2.6
43.38,-5.2
43.4,-4.2
43.42,-3.7
43.44,-2.5
43.46,-1.5
43.48,-0.2
43.5,0.2
43.52,0
43.54,-0.1
43.56,-0.4
43.58,-0.7
43.6,-0.6
43.62,-0.1
43.64,0.3
43.66,0.7
43.68,-0.1
43.7,-0.7
43.72,-1.5
43.74,-2.4
43.76,-2.9
43.78,-2.8
43.8,-2.8
43.82,-2.5
43.84,-2.4
43.86,-2.1
43.88,-2.7
43.9,-4.4
43.92,-5.8
43.94,-7.6
43.96,-8.4
43.98,-8.2
44,-8.3
44.02,-7.5
44.04,-5
44.06,-2.8
44.08,-0.2
44.1,1.8
44.12,1.8
44.14,2.1
44.16,2.1
44.18,2.1
44.2,3.1
44.22,4.3
44.24,4.9
44.26,4.9
44.28,4.9
44.3,4.8
44.32,4.7
44.34,5.2
44.36,6.7
44.38,7.9
44.4,9.5
44.42,9.7
44.44,9.6
44.46,9.6
44.48,9.3
44.5,9.1
44.52,8.9
44.54,8.7
44.56,8.4
44.58,8.2
44.6,8
44.62,7.7
44.64,6.2
44.66,4.7
44.68,3.5
44.7,3.6
44.72,3.4
44.74,3.5
44.76,3.6
44.78,3.2
44.8,1.9
44.82,1.5
44.84,1.4
44.86,1.2
44.88,1.2
44.9,1.1
44.92,0
44.94,-1
44.96,-2
44.98,-2.5
45,-2.9
45.02,-3.3
45.04,-3.7
45.06,-4.8
45.08,-6.3
45.1,-7.7
45.12,-9.2
45.14,-10.7
45.16,-12.2
45.18,-13.8
45.2,-14.3
45.22,-12
45.24,-10.3
45.26,-7.8
45.28,-6.7
45.3,-6.3
45.32,-5.8
45.34,-5.6
45.36,-5.3
45.38,-5
45.4,-4.8
45.42,-4.5
45.44,-4.2
45.46,-3.9
45.48,-3.1
45.5,-2.6
45.52,-1.1
45.54,1
45.56,3.1
45.58,4.6
45.6,4.8
45.62,5.4
45.64,5.5
45.66,6.3
45.68,8.4
45.7,10.1
45.72,8.4
45.74,7.1
45.76,5.3
45.78,3.3
45.8,2.8
45.82,2.9
45.84,2.8
45.86,2.7
45.88,1.2
45.9,-0.1
45.92,-1
45.94,-1.1
45.96,-1.6
45.98,-1.5
46,-3.1
46.02,-6.8
46.04,-9.9
46.06,-10.2
46.08,-10.5
46.1,-10.6
46.12,-9.9
46.14,-8.9
46.16,-7.9
46.18,-7.4
46.2,-7.2
46.22,-6.8
46.24,-6.7
46.26,-6.3
46.28,-4
46.3,-1.3
46.32,1.3
46.34,4.3
46.36,7.1
46.38,9.9
46.4,8.6
46.42,6.3
46.44,4.1
46.46,1.3
46.48,-1.4
46.5,-3.5
46.52,-3.7
46.54,-4.4
46.56,-4.6
46.58,-4.9
46.6,-5.1
46.62,-5.4
46.64,-5.6
46.66,-5.8
46.68,-4.6
46.7,-2.9
46.72,-1.3
46.74,0.7
46.76,1.7
46.78,1.9
46.8,2.5
46.82,2.5
46.84,3.5
46.86,5
46.88,6.4
46.9,8
46.92,9.4
46.94,9.7
46.96,10.2
46.98,10.5
47,10.8
47.02,11
47.04,10.4
47.06,9.9
47.08,9.3
47.1,8.6
47.12,7.9
47.14,7.2
47.16,6.3
47.18,5.5
47.2,4.6
47.22,3.8
47.24,3.1
47.26,2.7
47.28,2.1
47.3,1.7
47.32,1.2
47.34,0.7
47.36,0.3
47.38,0.8
47.4,1.3
47.42,1.9
47.44,2.2
47.46,0.9
47.48,-0.3
47.5,-1.7
47.52,-3.1
47.54,-4.7
47.56,-5.3
47.58,-4.8
47.6,-4.3
47.62,-3.8
47.64,-2.5
47.66,-0.9
47.68,0.7
47.7,1.7
47.72,2.2
47.74,3.5
47.76,6.1
47.78,8.3
47.8,11.2
47.82,10.7
47.84,8.7
47.86,7.1
47.88,4.7
47.9,2.7
47.92,0.4
47.94,-1.6
47.96,-2.4
47.98,-3.3
48,-4.6
48.02,-6.9
48.04,-8.4
48.06,-8.8
48.08,-9.3
48.1,-9.5
48.12,-9.7
48.14,-9.9
48.16,-10.1
48.18,-10.2
48.2,-9.8
48.22,-9.5
48.24,-9
48.26,-8.7
48.28,-8.9
48.3,-9.1
48.32,-9.3
48.34,-9.6
48.36,-9.7
48.38,-8.8
48.4,-8.1
48.42,-7.1
48.44,-6.8
48.46,-6.8
48.48,-6.7
48.5,-6.7
48.52,-6.6
48.54,-6.6
48.56,-6.4
48.58,-5.6
48.6,-5
48.62,-4.3
48.64,-3.4
48.66,-2.3
48.68,-1.3
48.7,-0.2
48.72,1
48.74,1.7
48.76,0.9
48.78,0.3
48.8,-0.5
48.82,-1.4
48.84,-0.7
48.86,0.6
48.88,1.6
48.9,1.3
48.92,1.2
48.94,0.8
48.96,0.5
48.98,0
49,0.2
49.02,0.9
49.04,1.4
49.06,2.1
49.08,2.2
49.1,1
49.12,0
49.14,-1.2
49.16,-2.4
49.18,-2.4
49.2,-1.9
49.22,-1.6
49.24,-1.8
49.26,-2.2
49.28,-2.7
49.3,-3
49.32,-2.6
49.34,-2.2
49.36,-2.2
49.38,-3.2
49.4,-4.1
49.42,-5.1
49.44,-4.6
49.46,-4.3
49.48,-3.8
49.5,-3.2
49.52,-2.6
49.54,-2
49.56,-1.9
49.58,-1.8
49.6,-1.5
49.62,1.3
49.64,4.1
49.66,6.7
49.68,7
49.7,7.6
49.72,7.8
49.74,8
49.76,8.1
49.78,8.4
49.8,7.8
49.82,6.1
49.84,4.8
49.86,3.1
49.88,2.9
49.9,3
49.92,3.2
49.94,3.5
49.96,3.7
49.98,2.4
50,0.7
50.02,-0.8
50.04,-2.8
50.06,-3.5
50.08,-2.2
50.1,-1.3
50.12,0.1
50.14,0.3
50.16,0.1
50.18,-0.1
50.2,-0.5
50.22,-0.8
50.24,-1.1
50.26,-1.5
50.28,-1.2
50.3,-0.8
50.32,-0.4
50.34,0.1
50.36,0.5
50.38,0.8
50.4,0.8
50.42,0.9
50.44,1
50.46,2.2
50.48,3.3
50.5,4.6
50.52,5.9
50.54,7.2
50.56,7.9
50.58,6.2
50.6,5
50.62,3.2
50.64,1.6
50.66,-0.4
50.68,0
50.7,3
50.72,5.2
50.74,8.7
50.76,8.2
50.78,3.1
50.8,-0.2
50.82,-6.2
50.84,-2.8
50.86,5.8
50.88,13
50.9,22.1
50.92,18.5
50.94,9.4
50.96,9.1
50.98,7.7
51,9
51.02,1.6
51.04,-8.4
51.06,-20
51.08,-14.8
51.1,-0.7
51.12,10.7
51.14,9.9
51.16,4.8
51.18,0.3
51.2,-6.9
51.22,-10.7
51.24,-1.5
51.26,6.9
51.28,13.8
51.3,6.7
51.32,2
51.34,3.5
51.36,9
51.38,8.6
51.4,5.2
51.42,2.4
51.44,1.6
51.46,1.3
51.48,-1.1
51.5,-3.4
51.52,-6.7
51.54,-5.4
51.56,-2
51.58,1.4
51.6,4.8
51.62,9.7
51.64,5.8
51.66,-4.8
51.68,-11.9
51.7,-9.5
51.72,-6
51.74,-2.4
51.76,3.2
51.78,3.8
51.8,1.4
51.82,-0.1
51.84,-0.7
51.86,0.6
51.88,1
51.9,2.4
51.92,1.3
51.94,0.4
51.96,-0.8
51.98,-2.7
52,-5.5
52.02,-8.4
52.04,-9.3
52.06,-6.1
52.08,-3.6
52.1,-0.2
52.12,3.3
52.14,3.7
52.16,-1.4
52.18,-4.5
52.2,-10.3
52.22,-7.7
52.24,-2.3
52.26,3.1
52.28,4.1
52.3,2.6
52.32,1.3
52.34,1.5
52.36,6.1
52.38,7.3
52.4,7.4
52.42,7.6
52.44,7.3
52.46,7.1
52.48,5.7
52.5,3.8
52.52,2.1
52.54,-0.2
52.56,-3.3
52.58,-6.4
52.6,-6.8
52.62,-5.1
52.64,-5.4
52.66,-5.4
52.68,-5.7
52.7,-3.3
52.72,0
52.74,3.3
52.76,7
52.78,9.6
52.8,8.5
52.82,8
52.84,6.8
52.86,7.5
52.88,7.7
52.9,8.5
52.92,6.1
52.94,3.7
52.96,0.7
52.98,-0.1
53,0.4
53.02,0.5
53.04,-1
53.06,-2.9
53.08,-4.6
53.1,-6.9
53.12,-6.5
53.14,-4.4
53.16,-2.8
53.18,-0.7
53.2,-2.3
53.22,-3.3
53.24,-5.1
53.26,-6
53.28,-5.6
53.3,-5.4
53.32,-5
53.34,-6.6
53.36,-9.1
53.38,-11.4
53.4,-14
53.42,-13.8
53.44,-14
53.46,-12.1
53.48,-9.6
53.5,-7.4
53.52,-4.6
53.54,-3.4
53.56,-4.2
53.58,-4.5
53.6,-5.5
53.62,-6.3
53.64,-7.2
53.66,-8
53.68,-7.3
53.7,-5.2
53.72,-3.7
53.74,-2.6
53.76,-1.4
53.78,0
53.8,0
53.82,0
53.84,0
53.86,0
53.88,0
53.9,0
53.92,0
53.94,0
53.96,0
53.98,0
54,0
54.02,0
54.04,0
54.06,0
54.08,0
54.1,0
54.12,0
54.14,0
54.16,0
54.18,0
54.2,0
54.22,0
54.24,0
54.26,0
54.28,0
54.3,0
54.32,0
54.34,0
54.36,0
54.38,0
54.4,0
54.42,0
54.44,0
54.46,0
54.48,0
54.5,0
54.52,0
54.54,0
54.56,0
54.58,0
54.6,0
54.62,0
54.64,0
54.66,0
54.68,0
54.7,0
54.72,0
54.74,0
54.76,0
54.78,0
54.8,0
54.82,0
54.84,0
54.86,0
54.88,0
54.9,0
54.92,0
54.94,0
54.96,0
54.98,0
55,0
55.02,0
55.04,0
55.06,0
55.08,0
55.1,0
55.12,0
55.14,0
55.16,0
55.18,0
55.2,0
55.22,0
55.24,0
55.26,0
55.28,0
55.3,0
55.32,0
55.34,0
55.36,0
55.38,0
55.4,0
55.42,0
55.44,0
55.46,0
55.48,0
55.5,0
55.52,0
55.54,0
55.56,0
55.58,0
55.6,0
55.62,0
55.64,0
55.66,0
55.68,0
55.7,0
55.72,0
55.74,0
55.76,0
55.78,0
55.8,0
55.82,0
55.84,0
55.86,0
55.88,0
55.9,0
55.92,0
55.94,0
55.96,0
55.98,0
56,0
56.02,0
56.04,0
56.06,0
56.08,0
56.1,0
56.12,0
56.14,0
56.16,0
56.18,0
56.2,0
56.22,0
56.24,0
56.26,0
56.28,0
56.3,0
56.32,0
56.34,0
56.36,0
56.38,0
56.4,0
56.42,0
56.44,0
56.46,0
56.48,0
56.5,0
56.52,0
56.54,0
56.56,0
56.58,0
56.6,0
56.62,0
56.64,0
56.66,0
56.68,0
56.7,0
56.72,0
56.74,0
56.76,0
56.78,0
56.8,0
56.82,0
56.84,0
56.86,0
56.88,0
56.9,0
56.92,0
56.94,0
56.96,0
56.98,0
57,0
57.02,0
57.04,0
57.06,0
57.08,0
57.1,0
57.12,0
57.14,0
57.16,0
57.18,0
57.2,0
57.22,0
57.24,0
57.26,0
57.28,0
57.3,0
57.32,0
57.34,0
57.36,0
57.38,0
57.4,0
57.42,0
57.44,0
57.46,0
57.48,0
57.5,0
57.52,0
57.54,0
57.56,0
57.58,0
57.6,0
57.62,0
57.64,0
57.66,0
57.68,0
57.7,0
57.72,0
57.74,0
57.76,0
57.78,0
57.8,0
57.82,0
57.84,0
57.86,0
57.88,0
57.9,0
57.92,0
57.94,0
57.96,0
57.98,0
58,0
58.02,0
58.04,0
58.06,0
58.08,0
58.1,0
58.12,0
58.14,0
58.16,0
58.18,0
58.2,0
58.22,0
58.24,0
58.26,0
58.28,0
58.3,0
58.32,0
58.34,0
58.36,0
58.38,0
58.4,0
58.42,0
58.44,0
58.46,0
58.48,0
58.5,0
58.52,0
58.54,0
58.56,0
58.58,0
58.6,0
58.62,0
58.64,0
58.66,0
58.68,0
58.7,0
58.72,0
58.74,0
58.76,0
58.78,0
58.8,0
58.82,0
58.84,0
58.86,0
58.88,0
58.9,0
58.92,0
58.94,0
58.96,0
58.98,0
59,0
59.02,0
59.04,0
59.06,0
59.08,0
59.1,0
59.12,0
59.14,0
59.16,0
59.18,0
59.2,0
59.22,0
59.24,0
59.26,0
59.28,0
59.3,0
59.32,0
59.34,0
59.36,0
59.38,0
59.4,0
59.42,0
59.44,0
59.46,0
59.48,0
59.5,0
59.52,0
59.54,0
59.56,0
59.58,0
59.6,0
59.62,0
59.64,0
59.66,0
59.68,0
59.7,0
59.72,0
59.74,0
59.76,0
59.78,0
59.8,0
59.82,0
59.84,0
59.86,0
59.88,0
59.9,0
59.92,0
59.94,0
59.96,0
59.98,0
60,0